"","cccn","restrictions","productcode","sic","sic_label","id","year","import","tariff","qr","hci","chemicals","patroleum","primary_metal","mfg_metal","machines","electric_eq","transport_eq"
"6185",9305,"222222",500,3484,"Small arms",1032,76,"0",100,2,1,0,0,0,1,0,0,0
"6186",9306,"000220",500,3484,"Small arms",1033,76,"0.6",25,0,1,0,0,0,1,0,0,0
"6187",9302,"100000",500,3484,"Small arms",1030,78,"0.1",10,0,1,0,0,0,1,0,0,0
"6188",9304,"222222",500,3484,"Small arms",1031,78,"0.4",60,2,1,0,0,0,1,0,0,0
"6189",9305,"222222",500,3484,"Small arms",1032,78,"0.3",60,2,1,0,0,0,1,0,0,0
"6190",9306,"000220",500,3484,"Small arms",1033,78,"3.2",50,2,1,0,0,0,1,0,0,0
"6191",9302,"100000",500,3484,"Small arms",1030,80,"0.1",0,0,1,0,0,0,1,0,0,0
"6192",9304,"222222",500,3484,"Small arms",1031,80,"2.7",40,2,1,0,0,0,1,0,0,0
"6193",9305,"222222",500,3484,"Small arms",1032,80,"0",80,2,1,0,0,0,1,0,0,0
"6194",9306,"000220",500,3484,"Small arms",1033,80,"5.7",30,2,1,0,0,0,1,0,0,0
"6195",9302,"100000",500,3484,"Small arms",1030,82,"0.3",0,0,1,0,0,0,1,0,0,0
"6196",9304,"222222",500,3484,"Small arms",1031,82,"19.6",40,2,1,0,0,0,1,0,0,0
"6197",9305,"222222",500,3484,"Small arms",1032,82,"0",80,2,1,0,0,0,1,0,0,0
"6198",9306,"000220",500,3484,"Small arms",1033,82,"1.7",25,0,1,0,0,0,1,0,0,0
"6199",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,68,"0",0,1,1,0,0,0,1,0,0,0
"6200",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,74,"0.1",0,0,1,0,0,0,1,0,0,0
"6201",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,76,"0",0,0,1,0,0,0,1,0,0,0
"6202",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,78,"0.7",0,0,1,0,0,0,1,0,0,0
"6203",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,80,"0",0,0,1,0,0,0,1,0,0,0
"6204",9303,"100000",500,3489,"Military weapons nspf; & parts, nspf",1034,82,"0",0,0,1,0,0,0,1,0,0,0
"6205",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,68,"5.1",50,1,1,0,0,0,1,0,0,0
"6206",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,74,"18.8",40,0,1,0,0,0,1,0,0,0
"6207",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,76,"19",30,1,1,0,0,0,1,0,0,0
"6208",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,78,"50.8",35,1,1,0,0,0,1,0,0,0
"6209",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,80,"66.3",15,0,1,0,0,0,1,0,0,0
"6210",8461,"101101",310,3492,"Fluid power valves & hose fittings",1035,82,"102.1",18,1,1,0,0,0,1,0,0,0
"6211",7335,"111111",290,3493,"Springs, of steel, nspf",1036,68,"0",50,1,1,0,0,0,1,0,0,0
"6212",7416,"100000",290,3493,"Springs, of steel, nspf",1037,68,"0",50,1,1,0,0,0,1,0,0,0
"6213",7335,"111111",290,3493,"Springs, of steel, nspf",1036,74,"1.5",50,1,1,0,0,0,1,0,0,0
"6214",7416,"100000",290,3493,"Springs, of steel, nspf",1037,74,"0",50,0,1,0,0,0,1,0,0,0
"6215",7335,"111111",290,3493,"Springs, of steel, nspf",1036,76,"1.9",40,1,1,0,0,0,1,0,0,0
"6216",7416,"100000",290,3493,"Springs, of steel, nspf",1037,76,"0.2",40,0,1,0,0,0,1,0,0,0
"6217",7335,"111111",290,3493,"Springs, of steel, nspf",1036,78,"3.4",30,1,1,0,0,0,1,0,0,0
"6218",7416,"100000",290,3493,"Springs, of steel, nspf",1037,78,"0.3",30,0,1,0,0,0,1,0,0,0
"6219",7335,"111111",290,3493,"Springs, of steel, nspf",1036,80,"4",30,1,1,0,0,0,1,0,0,0
"6220",7416,"100000",290,3493,"Springs, of steel, nspf",1037,80,"0.1",30,0,1,0,0,0,1,0,0,0
"6221",7335,"111111",290,3493,"Springs, of steel, nspf",1036,82,"5.1",30,1,1,0,0,0,1,0,0,0
"6222",7416,"100000",290,3493,"Springs, of steel, nspf",1037,82,"0",30,0,1,0,0,0,1,0,0,0
"6223",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,68,"2.3",35,0,1,0,0,0,1,0,0,0
"6224",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,68,"4.5",33,1,1,0,0,0,1,0,0,0
"6225",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,68,"0",40,1,1,0,0,0,1,0,0,0
"6226",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,68,"0",20,0,1,0,0,0,1,0,0,0
"6227",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,68,"0",40,1,1,0,0,0,1,0,0,0
"6228",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,68,"5.1",50,1,1,0,0,0,1,0,0,0
"6229",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,74,"6.5",40,0,1,0,0,0,1,0,0,0
"6230",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,74,"8.7",35,0,1,0,0,0,1,0,0,0
"6231",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,74,"0.4",40,1,1,0,0,0,1,0,0,0
"6232",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,74,"0",20,0,1,0,0,0,1,0,0,0
"6233",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,74,"0.1",40,1,1,0,0,0,1,0,0,0
"6234",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,74,"18.8",40,0,1,0,0,0,1,0,0,0
"6235",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,76,"5.2",40,0,1,0,0,0,1,0,0,0
"6236",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,76,"16.8",30,0,1,0,0,0,1,0,0,0
"6237",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,76,"0.2",40,0,1,0,0,0,1,0,0,0
"6238",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,76,"0",20,0,1,0,0,0,1,0,0,0
"6239",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,76,"0",40,0,1,0,0,0,1,0,0,0
"6240",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,76,"19",30,1,1,0,0,0,1,0,0,0
"6241",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,78,"10.6",30,0,1,0,0,0,1,0,0,0
"6242",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,78,"30.7",35,0,1,0,0,0,1,0,0,0
"6243",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,78,"0.2",30,0,1,0,0,0,1,0,0,0
"6244",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,78,"0.3",20,0,1,0,0,0,1,0,0,0
"6245",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,78,"0.3",30,0,1,0,0,0,1,0,0,0
"6246",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,78,"50.8",35,1,1,0,0,0,1,0,0,0
"6247",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,80,"16.7",25,0,1,0,0,0,1,0,0,0
"6248",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,80,"29.7",30,0,1,0,0,0,1,0,0,0
"6249",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,80,"0.5",30,0,1,0,0,0,1,0,0,0
"6250",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,80,"0.5",20,0,1,0,0,0,1,0,0,0
"6251",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,80,"0.1",30,0,1,0,0,0,1,0,0,0
"6252",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,80,"66.3",15,0,1,0,0,0,1,0,0,0
"6253",7320,"000000",294,3494,"Valves & pipe fittings, nspf",1038,82,"27.8",25,0,1,0,0,0,1,0,0,0
"6254",7340,"100000",296,3494,"Valves & pipe fittings, nspf",1039,82,"73.7",30,0,1,0,0,0,1,0,0,0
"6255",7408,"110000",297,3494,"Valves & pipe fittings, nspf",1040,82,"4.8",30,0,1,0,0,0,1,0,0,0
"6256",7504,"000000",298,3494,"Valves & pipe fittings, nspf",1041,82,"0.4",20,0,1,0,0,0,1,0,0,0
"6257",7607,"110000",298,3494,"Valves & pipe fittings, nspf",1042,82,"0.4",30,0,1,0,0,0,1,0,0,0
"6258",8461,"101101",310,3494,"Valves & pipe fittings, nspf",1043,82,"102.1",18,1,1,0,0,0,1,0,0,0
"6259",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,68,"0",60,2,1,0,0,0,1,0,0,0
"6260",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,68,"0.1",40,1,1,0,0,0,1,0,0,0
"6261",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,68,"0",50,0,1,0,0,0,1,0,0,0
"6262",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,68,"0.1",50,1,1,0,0,0,1,0,0,0
"6263",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,68,"0.3",35,3,1,0,0,0,1,0,0,0
"6264",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,68,"4.5",33,1,1,0,0,0,1,0,0,0
"6265",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,68,"0.2",30,1,1,0,0,0,1,0,0,0
"6266",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,68,"0.4",70,2,1,0,0,0,1,0,0,0
"6267",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,68,"0",100,3,1,0,0,0,1,0,0,0
"6268",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,74,"0.1",60,2,1,0,0,0,1,0,0,0
"6269",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,74,"0.5",40,1,1,0,0,0,1,0,0,0
"6270",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,74,"0",50,0,1,0,0,0,1,0,0,0
"6271",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,74,"0.5",50,0,1,0,0,0,1,0,0,0
"6272",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,74,"2.2",30,1,1,0,0,0,1,0,0,0
"6273",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,74,"8.7",35,0,1,0,0,0,1,0,0,0
"6274",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,74,"1",30,1,1,0,0,0,1,0,0,0
"6275",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,74,"0.3",45,0,1,0,0,0,1,0,0,0
"6276",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,74,"0",80,3,1,0,0,0,1,0,0,0
"6277",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,76,"0.2",60,2,1,0,0,0,1,0,0,0
"6278",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,76,"0.7",40,1,1,0,0,0,1,0,0,0
"6279",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,76,"0",40,0,1,0,0,0,1,0,0,0
"6280",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,76,"0.7",40,0,1,0,0,0,1,0,0,0
"6281",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,76,"3",30,1,1,0,0,0,1,0,0,0
"6282",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,76,"16.8",30,0,1,0,0,0,1,0,0,0
"6283",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,76,"1.1",30,0,1,0,0,0,1,0,0,0
"6284",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,76,"0.4",30,0,1,0,0,0,1,0,0,0
"6285",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,76,"0",80,3,1,0,0,0,1,0,0,0
"6286",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,78,"0",60,2,1,0,0,0,1,0,0,0
"6287",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,78,"3.5",40,1,1,0,0,0,1,0,0,0
"6288",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,78,"0",40,0,1,0,0,0,1,0,0,0
"6289",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,78,"1.4",40,0,1,0,0,0,1,0,0,0
"6290",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,78,"9.7",30,0,1,0,0,0,1,0,0,0
"6291",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,78,"30.7",35,0,1,0,0,0,1,0,0,0
"6292",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,78,"1.8",30,0,1,0,0,0,1,0,0,0
"6293",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,78,"0.8",35,0,1,0,0,0,1,0,0,0
"6294",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,78,"0.1",40,1,1,0,0,0,1,0,0,0
"6295",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,80,"0.7",60,2,1,0,0,0,1,0,0,0
"6296",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,80,"7.2",30,0,1,0,0,0,1,0,0,0
"6297",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,80,"0",30,0,1,0,0,0,1,0,0,0
"6298",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,80,"2.3",30,0,1,0,0,0,1,0,0,0
"6299",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,80,"7.3",30,0,1,0,0,0,1,0,0,0
"6300",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,80,"29.7",30,0,1,0,0,0,1,0,0,0
"6301",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,80,"2.4",30,0,1,0,0,0,1,0,0,0
"6302",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,80,"1",30,0,1,0,0,0,1,0,0,0
"6303",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,80,"0.2",40,0,1,0,0,0,1,0,0,0
"6304",7114,"222222",500,3496,"Fabricated wire products, nspf",1044,82,"0.8",60,2,1,0,0,0,1,0,0,0
"6305",7325,"111100",290,3496,"Fabricated wire products, nspf",1045,82,"8.1",30,0,1,0,0,0,1,0,0,0
"6306",7326,"000000",290,3496,"Fabricated wire products, nspf",1046,82,"0.5",30,0,1,0,0,0,1,0,0,0
"6307",7327,"100000",290,3496,"Fabricated wire products, nspf",1047,82,"3.1",30,0,1,0,0,0,1,0,0,0
"6308",7329,"311000",290,3496,"Fabricated wire products, nspf",1048,82,"23.1",30,0,1,0,0,0,1,0,0,0
"6309",7340,"100000",296,3496,"Fabricated wire products, nspf",1049,82,"73.7",30,0,1,0,0,0,1,0,0,0
"6310",7411,"110000",290,3496,"Fabricated wire products, nspf",1050,82,"1.9",30,0,1,0,0,0,1,0,0,0
"6311",7419,"200000",500,3496,"Fabricated wire products, nspf",1051,82,"2.4",30,0,1,0,0,0,1,0,0,0
"6312",8305,"333100",400,3496,"Fabricated wire products, nspf",1052,82,"0.8",40,0,1,0,0,0,1,0,0,0
"6313",3209,"331100",233,3497,"Metal foil & leaf",1053,68,"0.7",80,3,1,0,0,0,1,0,0,0
"6314",7405,"000011",297,3497,"Metal foil & leaf",1054,68,"0",20,0,1,0,0,0,1,0,0,0
"6315",7604,"311111",298,3497,"Metal foil & leaf",1055,68,"1.7",48,3,1,0,0,0,1,0,0,0
"6316",8004,"000000",298,3497,"Metal foil & leaf",1056,68,"0",20,0,1,0,0,0,1,0,0,0
"6317",3209,"331100",233,3497,"Metal foil & leaf",1053,74,"15.1",65,3,1,0,0,0,1,0,0,0
"6318",7405,"000011",297,3497,"Metal foil & leaf",1054,74,"2.7",50,0,1,0,0,0,1,0,0,0
"6319",7604,"311111",298,3497,"Metal foil & leaf",1055,74,"2.5",35,1,1,0,0,0,1,0,0,0
"6320",8004,"000000",298,3497,"Metal foil & leaf",1056,74,"0.7",20,0,1,0,0,0,1,0,0,0
"6321",3209,"331100",233,3497,"Metal foil & leaf",1053,76,"22",30,1,1,0,0,0,1,0,0,0
"6322",7405,"000011",297,3497,"Metal foil & leaf",1054,76,"4.6",30,0,1,0,0,0,1,0,0,0
"6323",7604,"311111",298,3497,"Metal foil & leaf",1055,76,"5.7",30,1,1,0,0,0,1,0,0,0
"6324",8004,"000000",298,3497,"Metal foil & leaf",1056,76,"1.3",20,0,1,0,0,0,1,0,0,0
"6325",3209,"331100",233,3497,"Metal foil & leaf",1053,78,"19.7",35,1,1,0,0,0,1,0,0,0
"6326",7405,"000011",297,3497,"Metal foil & leaf",1054,78,"10",35,0,1,0,0,0,1,0,0,0
"6327",7604,"311111",298,3497,"Metal foil & leaf",1055,78,"11.6",35,1,1,0,0,0,1,0,0,0
"6328",8004,"000000",298,3497,"Metal foil & leaf",1056,78,"0.9",30,0,1,0,0,0,1,0,0,0
"6329",3209,"331100",233,3497,"Metal foil & leaf",1053,80,"30",35,0,1,0,0,0,1,0,0,0
"6330",7405,"000011",297,3497,"Metal foil & leaf",1054,80,"15.3",20,1,1,0,0,0,1,0,0,0
"6331",7604,"311111",298,3497,"Metal foil & leaf",1055,80,"8.9",30,1,1,0,0,0,1,0,0,0
"6332",8004,"000000",298,3497,"Metal foil & leaf",1056,80,"1.2",20,0,1,0,0,0,1,0,0,0
"6333",3209,"331100",233,3497,"Metal foil & leaf",1053,82,"37.7",35,0,1,0,0,0,1,0,0,0
"6334",7405,"000011",297,3497,"Metal foil & leaf",1054,82,"11.4",30,1,1,0,0,0,1,0,0,0
"6335",7604,"311111",298,3497,"Metal foil & leaf",1055,82,"9.7",30,1,1,0,0,0,1,0,0,0
"6336",8004,"000000",298,3497,"Metal foil & leaf",1056,82,"0.2",20,0,1,0,0,0,1,0,0,0
"6337",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,68,"0",0,1,1,0,0,0,1,0,0,0
"6338",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,68,"2.7",13,0,1,0,0,0,1,0,0,0
"6339",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,68,"0.2",60,2,1,0,0,0,1,0,0,0
"6340",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,68,"0.2",100,3,1,0,0,0,1,0,0,0
"6341",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,68,"4.5",33,1,1,0,0,0,1,0,0,0
"6342",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,68,"0",100,3,1,0,0,0,1,0,0,0
"6343",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,68,"0",50,0,1,0,0,0,1,0,0,0
"6344",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,68,"0.1",50,0,1,0,0,0,1,0,0,0
"6345",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,68,"0",70,2,1,0,0,0,1,0,0,0
"6346",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,68,"0",50,0,1,0,0,0,1,0,0,0
"6347",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,68,"0.1",25,0,1,0,0,0,1,0,0,0
"6348",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,68,"0.1",100,3,1,0,0,0,1,0,0,0
"6349",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,68,"0",100,3,1,0,0,0,1,0,0,0
"6350",8502,"001100",320,3499,"Fabricated metal products, nspf",1070,68,"0.5",20,0,1,0,0,0,1,0,0,0
"6351",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,74,"0",0,0,1,0,0,0,1,0,0,0
"6352",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,74,"10.8",13,0,1,0,0,0,1,0,0,0
"6353",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,74,"0.2",50,0,1,0,0,0,1,0,0,0
"6354",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,74,"0.2",80,3,1,0,0,0,1,0,0,0
"6355",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,74,"8.7",35,0,1,0,0,0,1,0,0,0
"6356",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,74,"0",80,3,1,0,0,0,1,0,0,0
"6357",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,74,"0.5",35,0,1,0,0,0,1,0,0,0
"6358",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,74,"0.3",50,0,1,0,0,0,1,0,0,0
"6359",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,74,"0.1",70,2,1,0,0,0,1,0,0,0
"6360",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,74,"0.3",35,0,1,0,0,0,1,0,0,0
"6361",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,74,"0.3",25,0,1,0,0,0,1,0,0,0
"6362",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,74,"0.2",80,2,1,0,0,0,1,0,0,0
"6363",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,74,"0",100,3,1,0,0,0,1,0,0,0
"6364",8502,"001100",320,3499,"Fabricated metal products, nspf",1070,74,"5.4",20,0,1,0,0,0,1,0,0,0
"6365",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,76,"0",0,0,1,0,0,0,1,0,0,0
"6366",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,76,"11.4",10,1,1,0,0,0,1,0,0,0
"6367",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,76,"0.2",40,0,1,0,0,0,1,0,0,0
"6368",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,76,"0.2",80,3,1,0,0,0,1,0,0,0
"6369",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,76,"16.8",30,0,1,0,0,0,1,0,0,0
"6370",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,76,"0",80,3,1,0,0,0,1,0,0,0
"6371",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,76,"1.1",30,0,1,0,0,0,1,0,0,0
"6372",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,76,"0",40,0,1,0,0,0,1,0,0,0
"6373",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,76,"0",40,0,1,0,0,0,1,0,0,0
"6374",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,76,"0.1",30,0,1,0,0,0,1,0,0,0
"6375",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,76,"0.6",10,0,1,0,0,0,1,0,0,0
"6376",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,76,"0",80,2,1,0,0,0,1,0,0,0
"6377",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,76,"0.1",100,3,1,0,0,0,1,0,0,0
"6378",8502,"001100",320,3499,"Fabricated metal products, nspf",1070,76,"7.8",30,1,1,0,0,0,1,0,0,0
"6379",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,78,"0",10,0,1,0,0,0,1,0,0,0
"6380",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,78,"11.7",20,1,1,0,0,0,1,0,0,0
"6381",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,78,"0.1",20,0,1,0,0,0,1,0,0,0
"6382",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,78,"3",60,2,1,0,0,0,1,0,0,0
"6383",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,78,"30.7",35,0,1,0,0,0,1,0,0,0
"6384",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,78,"0.2",60,2,1,0,0,0,1,0,0,0
"6385",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,78,"0.4",40,0,1,0,0,0,1,0,0,0
"6386",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,78,"0.1",40,0,1,0,0,0,1,0,0,0
"6387",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,78,"1.5",25,0,1,0,0,0,1,0,0,0
"6388",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,78,"0.2",25,0,1,0,0,0,1,0,0,0
"6389",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,78,"2.5",10,0,1,0,0,0,1,0,0,0
"6390",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,78,"0.4",40,0,1,0,0,0,1,0,0,0
"6391",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,78,"0.1",60,3,1,0,0,0,1,0,0,0
"6392",8502,"001100",320,3499,"Fabricated metal products, nspf",1070,78,"18.2",30,1,1,0,0,0,1,0,0,0
"6393",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,80,"0.1",0,0,1,0,0,0,1,0,0,0
"6394",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,80,"5.2",10,0,1,0,0,0,1,0,0,0
"6395",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,80,"0.3",30,0,1,0,0,0,1,0,0,0
"6396",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,80,"2.9",60,2,1,0,0,0,1,0,0,0
"6397",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,80,"29.7",30,0,1,0,0,0,1,0,0,0
"6398",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,80,"0.4",60,2,1,0,0,0,1,0,0,0
"6399",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,80,"5.4",30,0,1,0,0,0,1,0,0,0
"6400",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,80,"0.1",30,0,1,0,0,0,1,0,0,0
"6401",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,80,"6",30,0,1,0,0,0,1,0,0,0
"6402",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,80,"0.4",30,0,1,0,0,0,1,0,0,0
"6403",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,80,"11.4",10,0,1,0,0,0,1,0,0,0
"6404",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,80,"1.6",40,0,1,0,0,0,1,0,0,0
"6405",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,80,"0",60,3,1,0,0,0,1,0,0,0
"6406",8502,"001100",320,3499,"Fabricated metal products, nspf",1070,80,"11.6",15,0,1,0,0,0,1,0,0,0
"6407",7201,"100000",500,3499,"Fabricated metal products, nspf",1057,82,"0.2",0,0,1,0,0,0,1,0,0,0
"6408",7316,"001100",296,3499,"Fabricated metal products, nspf",1058,82,"1.8",20,0,1,0,0,0,1,0,0,0
"6409",7330,"200000",290,3499,"Fabricated metal products, nspf",1059,82,"4.7",30,0,1,0,0,0,1,0,0,0
"6410",7338,"333220",500,3499,"Fabricated metal products, nspf",1060,82,"4.7",50,0,1,0,0,0,1,0,0,0
"6411",7340,"100000",296,3499,"Fabricated metal products, nspf",1061,82,"73.7",30,0,1,0,0,0,1,0,0,0
"6412",7418,"333220",500,3499,"Fabricated metal products, nspf",1062,82,"0.2",50,0,1,0,0,0,1,0,0,0
"6413",7610,"000000",290,3499,"Fabricated metal products, nspf",1063,82,"3.7",30,0,1,0,0,0,1,0,0,0
"6414",7806,"000000",500,3499,"Fabricated metal products, nspf",1064,82,"0.6",30,0,1,0,0,0,1,0,0,0
"6415",7906,"220000",500,3499,"Fabricated metal products, nspf",1065,82,"0.2",30,0,1,0,0,0,1,0,0,0
"6416",8006,"000000",500,3499,"Fabricated metal products, nspf",1066,82,"0.4",30,0,1,0,0,0,1,0,0,0
"6417",8104,"000000",298,3499,"Fabricated metal products, nspf",1067,82,"13.7",10,0,1,0,0,0,1,0,0,0
"6418",8303,"322000",290,3499,"Fabricated metal products, nspf",1068,82,"2.1",40,0,1,0,0,0,1,0,0,0
"6419",8306,"333331",500,3499,"Fabricated metal products, nspf",1069,82,"0",50,1,1,0,0,0,1,0,0,0
